time,discharge
2016-01-09,0.316912282
2016-01-10,0.32510320014285715
2016-01-11,0.33329411828571426
2016-01-12,0.3414850364285714
2016-01-13,0.3496759545714286
2016-01-14,0.35786687271428574
2016-01-15,0.36605779085714285
2016-01-16,0.374248709
2016-01-17,0.369576978
2016-01-18,0.364905247
2016-01-19,0.36023351600000003
2016-01-20,0.355561785
2016-01-21,0.350890054
2016-01-22,0.34710257991666665
2016-01-23,0.34331510583333336
2016-01-24,0.33952763175
2016-01-25,0.33574015766666665
2016-01-26,0.33195268358333335
2016-01-27,0.3281652095
2016-01-28,0.32437773541666665
2016-01-29,0.32059026133333335
2016-01-30,0.31680278725
2016-01-31,0.31301531316666664
2016-02-01,0.30922783908333334
2016-02-02,0.305440365
2016-02-03,0.3045852514285714
2016-02-04,0.30373013785714287
2016-02-05,0.3028750242857143
2016-02-06,0.3020199107142857
2016-02-07,0.3011647971428571
2016-02-08,0.30030968357142857
2016-02-09,0.29945457
2016-02-10,0.31409372539999997
2016-02-11,0.32873288079999996
2016-02-12,0.3433720362
2016-02-13,0.3580111916
2016-02-14,0.372650347
2016-02-15,0.3716775737142857
2016-02-16,0.3707048004285714
2016-02-17,0.36973202714285713
2016-02-18,0.36875925385714287
2016-02-19,0.3677864805714286
2016-02-20,0.3668137072857143
2016-02-21,0.365840934
2016-02-22,0.3289654026666667
2016-02-23,0.2920898713333333
2016-02-24,0.25521434
2016-02-25,0.3132175405
2016-02-26,0.371220741
2016-02-27,0.3693126468571429
2016-02-28,0.36740455271428574
2016-02-29,0.3654964585714286
2016-03-01,0.3635883644285714
2016-03-02,0.36168027028571426
2016-03-03,0.3597721761428571
2016-03-04,0.357864082
2016-03-05,0.35549607219999996
2016-03-06,0.3531280624
2016-03-07,0.3507600526
2016-03-08,0.3483920428
2016-03-09,0.346024033
2016-03-10,0.34023036671428575
2016-03-11,0.33443670042857143
2016-03-12,0.32864303414285717
2016-03-13,0.32284936785714285
2016-03-14,0.3170557015714286
2016-03-15,0.3112620352857143
2016-03-16,0.305468369
2016-03-17,0.3171060104
2016-03-18,0.32874365180000004
2016-03-19,0.3403812932
2016-03-20,0.3520189346
2016-03-21,0.363656576
2016-03-22,0.36371578985714287
2016-03-23,0.3637750037142857
2016-03-24,0.3638342175714286
2016-03-25,0.36389343142857145
2016-03-26,0.3639526452857143
2016-03-27,0.36401185914285716
2016-03-28,0.364071073
2016-03-29,0.36159310780000004
2016-03-30,0.3591151426
2016-03-31,0.3566371774
2016-04-01,0.35415921219999996
2016-04-02,0.351681247
2016-04-03,0.343445246
2016-04-04,0.335209245
2016-04-05,0.326973244
2016-04-06,0.34015216849999996
2016-04-07,0.353331093
2016-04-08,0.3665100175
2016-04-09,0.379688942
2016-04-10,0.37564397239999997
2016-04-11,0.37159900279999997
2016-04-12,0.3675540332
2016-04-13,0.3635090636
2016-04-14,0.359464094
2016-04-15,0.37879416033333335
2016-04-16,0.39812422666666664
2016-04-17,0.417454293
2016-04-18,0.42415011399999997
2016-04-19,0.430845935
2016-04-20,0.437541756
2016-04-21,0.444237577
2016-04-22,0.43378261725
2016-04-23,0.4233276575
2016-04-24,0.41287269775
2016-04-25,0.402417738
2016-04-26,0.39196277825
2016-04-27,0.3815078185
2016-04-28,0.37105285875
2016-04-29,0.360597899
2016-04-30,0.380272739
2016-05-01,0.399947579
2016-05-02,0.41962241899999997
2016-05-03,0.439297259
2016-05-04,0.44401863333333336
2016-05-05,0.44874000766666666
2016-05-06,0.453461382
2016-05-07,0.4586401298
2016-05-08,0.4638188776
2016-05-09,0.4689976254
2016-05-10,0.4741763732
2016-05-11,0.479355121
2016-05-12,0.47882553075
2016-05-13,0.4782959405
2016-05-14,0.47776635024999997
2016-05-15,0.47723676
2016-05-16,0.4505145363333333
2016-05-17,0.42379231266666667
2016-05-18,0.397070089
2016-05-19,0.40801957050000004
2016-05-20,0.418969052
2016-05-21,0.399641303
2016-05-22,0.380313554
2016-05-23,0.360985805
2016-05-24,0.3490274625
2016-05-25,0.33706912
2016-05-26,0.3251107775
2016-05-27,0.313152435
2016-05-28,0.3340590176666667
2016-05-29,0.35496560033333335
2016-05-30,0.375872183
2016-05-31,0.397361831
2016-06-01,0.418851479
2016-06-02,0.4429113516666667
2016-06-03,0.4669712243333334
2016-06-04,0.491031097
2016-06-05,0.47979705175000004
2016-06-06,0.46856300650000005
2016-06-07,0.45732896125
2016-06-08,0.446094916
2016-06-09,0.4405674364074074
2016-06-10,0.43503995681481483
2016-06-11,0.42951247722222224
2016-06-12,0.42398499762962966
2016-06-13,0.41845751803703707
2016-06-14,0.4129300384444444
2016-06-15,0.40740255885185184
2016-06-16,0.40187507925925925
2016-06-17,0.39634759966666666
2016-06-18,0.3908201200740741
2016-06-19,0.3852926404814815
2016-06-20,0.3797651608888889
2016-06-21,0.3742376812962963
2016-06-22,0.3687102017037037
2016-06-23,0.36318272211111113
2016-06-24,0.35765524251851855
2016-06-25,0.35212776292592596
2016-06-26,0.34660028333333337
2016-06-27,0.3410728037407408
2016-06-28,0.3355453241481482
2016-06-29,0.33001784455555555
2016-06-30,0.32449036496296296
2016-07-01,0.3189628853703704
2016-07-02,0.3134354057777778
2016-07-03,0.3079079261851852
2016-07-04,0.3023804465925926
2016-07-05,0.296852967
2016-07-06,0.30015804960000003
2016-07-07,0.30346313220000004
2016-07-08,0.3067682148
2016-07-09,0.3100732974
2016-07-10,0.31337838
2016-07-11,0.3128862827142857
2016-07-12,0.31239418542857145
2016-07-13,0.31190208814285714
2016-07-14,0.3114099908571429
