,time,discharge,u_error,l_error
0,2016-01-09,0.27753467486743627,0.06729356431346761,0.1037836228396124
1,2016-01-16,0.3267733163104587,0.08140951937962598,0.12381117617798049
2,2016-01-21,0.30610252198200566,0.07831891273503305,0.11714061167474879
3,2016-02-02,0.26748622248513476,0.06312985293653273,0.098987043834916
4,2016-02-09,0.26221051116534744,0.06329032498676285,0.0979077612795525
5,2016-02-14,0.32560570844131836,0.0752450780339401,0.12006572964907625
6,2016-02-21,0.3198504343854267,0.08377767651625373,0.12329340509523926
7,2016-02-24,0.2232736174923218,0.05934481124479965,0.0864251246017596
8,2016-02-26,0.32465134668831364,0.08617158959399357,0.12571573978478315
9,2016-03-04,0.3124494194836077,0.07066326240591031,0.11438866118926064
10,2016-03-09,0.30255399226100843,0.08060292959575971,0.11734346183688726
11,2016-03-16,0.26727510397453375,0.06643093165162667,0.1009168327014284
12,2016-03-21,0.31807236766891284,0.08009032920164161,0.12065061722478107
13,2016-03-28,0.3185389497507301,0.0709926123804917,0.11589234786550306
14,2016-04-02,0.3073761099573495,0.08011391492855141,0.11810892097843381
15,2016-04-05,0.28569142023540633,0.13686236103420696,0.14422917696385457
16,2016-04-09,0.3315710005257163,0.12171769504164448,0.14704997507237513
17,2016-04-14,0.31480043100914373,0.10115914723596064,0.1312409899044955
18,2016-04-17,0.36519622646346644,0.12838613132813154,0.15856219484616055
19,2016-04-21,0.38815415124751906,0.0996504880349115,0.14852288691006899
20,2016-04-29,0.31536946946097455,0.11572188987140664,0.1395916669013521
21,2016-05-03,0.38386613249402346,0.08982035620773732,0.14199943378417265
22,2016-05-06,0.39589694099082073,0.09747145134521928,0.14935766430441222
23,2016-05-11,0.4181592410662342,0.0982613222527235,0.15533045309105908
24,2016-05-15,0.4171490730313927,0.09728469988355404,0.1540895124283566
25,2016-05-18,0.3467173968727132,0.08839842044350316,0.1324409574312982
26,2016-05-20,0.36636663635521294,0.0927267230545254,0.1393444124626448
27,2016-05-23,0.315399647200754,0.07374437693720554,0.1166707317534538
28,2016-05-27,0.27380007211696145,0.06589674936114415,0.10234086257115785
29,2016-05-30,0.3281183663429819,0.07181046809166153,0.11881855510471001
30,2016-06-01,0.3661421955999538,0.08604600309081573,0.1356862809476932
31,2016-06-04,0.4290270217436243,0.0938152100393218,0.1551248335945763
32,2016-06-08,0.39065961587357245,0.08577114776222111,0.14108924776001566
33,2016-07-05,0.2593148697840694,0.0578005817454495,0.09441285669082111
34,2016-07-10,0.27362824506701894,0.05917854123070193,0.09864711374701951
35,2016-07-17,0.27045820728420206,0.05593366967108726,0.09620939064690576
36,2016-07-22,0.2790595821184329,0.05522560659005593,0.09780843105094453
37,2016-07-26,0.22186605885751218,0.051786061851002624,0.08205384122481932
38,2016-07-29,0.24710405718997847,0.050568464444730565,0.08749678290119522
39,2016-08-03,0.22665989010202772,0.04724249617050494,0.08076662771078086
40,2016-08-07,0.201192538844659,0.0460761048321576,0.07387758747669446
41,2016-08-10,0.23556462533441416,0.04831890400621283,0.08358515672250688
42,2016-08-15,0.22730793689068857,0.04817342895097404,0.08142358444790002
43,2016-08-19,0.24932093165226463,0.05196454752426796,0.08863710685153534
44,2016-08-27,0.20898624320413414,0.050531186406771206,0.07827542483217426
45,2016-08-31,0.1929581822224287,0.06078994013095815,0.07996637875307798
46,2016-09-03,0.2359409060579343,0.057735993014088355,0.08877647685189627
47,2016-09-08,0.1922854811459571,0.04963602630992667,0.07364138028274385
48,2016-09-12,0.23944393590714488,0.0644046818684341,0.09326404609631453
49,2016-09-15,0.2148936879614214,0.06335284661126289,0.08671440369746108
50,2016-09-20,0.21984401316404947,0.051922700230481816,0.0816966135284235
51,2016-09-24,0.22944124071844416,0.06920039977831297,0.09337462320000264
52,2016-09-27,0.1838413270463575,0.0544820100195732,0.07438160254642438
53,2016-10-09,0.23684262637553496,0.08602282954759718,0.10466808627956728
54,2016-10-12,0.23889850433939974,0.07020412367189394,0.09610961373957727
55,2016-10-14,0.18013010292753076,0.06635158936092311,0.0802236319046756
56,2016-10-21,0.23752338515583393,0.08666158596312634,0.10507378221301175
57,2016-10-26,0.28139014017256087,0.09499037359662016,0.12004807541437595
58,2016-10-30,0.24824858990569532,0.11021806305584009,0.12051716123902442
59,2016-11-07,0.1926132049235151,0.08262254394182131,0.09182310748858835
60,2016-11-11,0.20548634838649035,0.08364999808032894,0.0954242546923866
61,2016-11-14,0.24016186210526871,0.07388076589346607,0.09874629780936295
62,2016-11-17,0.25754375937976376,0.07319065218165238,0.10253513290502694
63,2016-11-23,0.3111304356273144,0.08710764375480845,0.12324361817886836
64,2016-11-29,0.2505010445557498,0.0665258878689961,0.09696757447120272
65,2016-12-05,0.262405071572717,0.08129386516814358,0.10800990022860923
66,2016-12-08,0.22469520930145895,0.0746923772573845,0.0954870579221912
67,2016-12-13,0.23493310625203506,0.07275500687062164,0.09673470748136576
68,2016-12-20,0.23673861325906356,0.05953259510801048,0.08968422842748885
69,2016-12-23,0.2462079262556474,0.06536893015305634,0.09538611653117798
70,2016-12-25,0.20210426509286242,0.05484815642163218,0.07874768275217031
71,2016-12-29,0.2769869561307136,0.07659396987327116,0.1090404877663527
72,2017-01-01,0.2615005843634955,0.07925545466639322,0.10659849538197075
73,2017-01-04,0.2679359880524197,0.07071673794733413,0.10337669366305949
74,2017-01-06,0.21538746022304614,0.07043285089285914,0.0905168656418683
75,2017-01-10,0.24164998522551032,0.06403297103629771,0.09341595560970403
76,2017-01-13,0.2852369068253548,0.07721226611900073,0.111361314100338
