,time,discharge,u_error,l_error,width_averaged_thickness,width_averaged_thickness_bedmachine
0,2016-01-09,0.18175681463076704,0.06875122171527348,0.08279579066648238,336.73483,330.28885
1,2016-01-16,0.1511099226992319,0.05353912097909866,0.06694886812171703,336.73483,330.28885
2,2016-01-21,0.27858546469422013,0.10453795221559742,0.12663045179249466,336.73483,330.28885
3,2016-02-02,0.16086478027683082,0.06097502207637151,0.07319515131912106,336.73483,330.28885
4,2016-02-09,0.24232916486401185,0.08186980084494222,0.10490895411867351,336.73483,330.28885
5,2016-02-14,0.19806384830890325,0.07498543868404126,0.09016359854242509,336.73483,330.28885
6,2016-02-21,0.16423269124465809,0.06369256540594792,0.07540637802129264,336.73483,330.28885
7,2016-02-24,0.21252717091983805,0.08033658453502004,0.09660725535793853,336.73483,330.28885
8,2016-02-26,0.19787774057049615,0.088821837767007,0.09743807546551278,336.73483,330.28885
9,2016-03-04,0.18029027851697235,0.0595908586763802,0.07770183160759753,336.73483,330.28885
10,2016-03-09,0.22647631380027847,0.09719034126589896,0.10861747033383216,336.73483,330.28885
11,2016-03-16,0.19081862209634853,0.0712262942436997,0.08642946724936287,336.73483,330.28885
12,2016-03-21,0.2548862133025873,0.10314275276990226,0.11957230442553962,336.73483,330.28885
13,2016-03-28,0.18596950753921407,0.06285473180815204,0.08079830167910801,336.73483,330.28885
14,2016-04-02,0.18107817904926082,0.07889665788438976,0.08768117318432445,336.73483,330.28885
15,2016-04-05,0.2433001242871684,0.18760910275448184,0.16056980156516185,336.73483,330.28885
16,2016-04-09,0.26468299304246456,0.15976301776801843,0.15137501739156445,336.73483,330.28885
17,2016-04-12,0.32204569190707716,0.1576437624610496,0.16497774777856708,336.73483,330.28885
18,2016-04-14,0.3601943799760716,0.15729455795726544,0.1745457519025209,336.73483,330.28885
19,2016-04-17,0.350358009999578,0.18533397837712262,0.18691520319581853,336.73483,330.28885
20,2016-04-21,0.4023254624739594,0.14044615538261285,0.17696305570256723,336.73483,330.28885
21,2016-04-29,0.3399017131186124,0.1714228132020299,0.1767120318048231,336.73483,330.28885
22,2016-05-03,0.34512979207823363,0.1089457838800032,0.14557119738984547,336.73483,330.28885
23,2016-05-06,0.3755175339960727,0.12621961755495292,0.1626639160134399,336.73483,330.28885
24,2016-05-11,0.520961374680715,0.15197944006682185,0.21313815320995616,336.73483,330.28885
25,2016-05-15,0.441622172832522,0.13222767744002867,0.18257475883267216,336.73483,330.28885
26,2016-05-18,0.5072719541846815,0.15210538710068,0.2092386315547894,336.73483,330.28885
27,2016-05-20,0.29670443039641103,0.09943015737229538,0.12824815051728036,336.73483,330.28885
28,2016-05-23,0.2938411970319989,0.09144842615406779,0.1231969979000632,336.73483,330.28885
29,2016-05-27,0.223942430749778,0.08037140869576631,0.09950606619842468,336.73483,330.28885
30,2016-06-01,0.3205738790729049,0.10608459832545625,0.13738861559162618,336.73483,330.28885
31,2016-06-04,0.4483333384817394,0.13021750390766917,0.18352804377321702,336.73483,330.28885
32,2016-06-08,0.6391257970303574,0.16608791518600996,0.2507910817886965,336.73483,330.28885
33,2016-07-05,0.2873872629208968,0.0834322175327587,0.11747409053667685,336.73483,330.28885
34,2016-07-10,0.2869006848660274,0.0827750315192965,0.11724644264729597,336.73483,330.28885
35,2016-07-17,0.34029948254662135,0.08664419237165599,0.132875220474462,336.73483,330.28885
36,2016-07-22,0.36159181604844925,0.08817272110308011,0.13893117882897243,336.73483,330.28885
37,2016-07-26,0.15909821135454907,0.05678627651788784,0.07056491230216172,336.73483,330.28885
38,2016-07-29,0.2650297527857162,0.06798260326907224,0.10360120169844722,336.73483,330.28885
39,2016-08-03,0.281047754989191,0.07279297167523563,0.11026073269469092,336.73483,330.28885
40,2016-08-07,0.20121877595055088,0.06284986810846888,0.08461008463315,336.73483,330.28885
41,2016-08-10,0.251806927803442,0.0654601921435129,0.09886718043284703,336.73483,330.28885
42,2016-08-15,0.29774619752600684,0.07898891759887683,0.11780001352573627,336.73483,330.28885
43,2016-08-19,0.18754749986437494,0.05808888392885553,0.07885103832409149,336.73483,330.28885
44,2016-08-27,0.2789251996012218,0.08394497095993647,0.11547986850519124,336.73483,330.28885
45,2016-08-31,0.19916299875094368,0.09095031893961514,0.09880071729360532,336.73483,330.28885
46,2016-09-03,0.20506572058047232,0.07152864162992265,0.090146443284285,336.73483,330.28885
47,2016-09-08,0.18907165114741742,0.06406856856596005,0.08223776813631324,336.73483,330.28885
48,2016-09-12,0.15475623263166915,0.0619827185786134,0.07198552440623829,336.73483,330.28885
49,2016-09-15,0.1970129567248369,0.0776245162565776,0.09141388336031656,336.73483,330.28885
50,2016-09-24,0.14272987253629338,0.08176826395628983,0.07955488112373195,336.73483,330.28885
51,2016-09-27,0.19964840258193708,0.0828429227983993,0.09490881263486041,336.73483,330.28885
52,2016-10-12,0.14880601398946317,0.06912011055177048,0.07453538213212477,336.73483,330.28885
53,2016-10-14,0.16116620345613275,0.09052552510905104,0.08882920759287576,336.73483,330.28885
54,2016-10-21,0.16439386915996768,0.08153519274214371,0.08499912836422781,336.73483,330.28885
55,2016-10-26,0.17627911078966138,0.09111582590731951,0.09280732589763067,336.73483,330.28885
56,2016-10-30,0.20996868747438535,0.1589924892653602,0.13748337265808186,336.73483,330.28885
57,2016-11-02,0.14920421608237538,0.13178997992462743,0.10740007613850647,336.73483,330.28885
58,2016-11-11,0.16117950111010768,0.11330926530970517,0.10087315463581602,336.73483,330.28885
59,2016-11-14,0.19010371908164797,0.0901087383530379,0.09594979382293715,336.73483,330.28885
