,time,discharge,u_error,l_error,width_averaged_thickness,width_averaged_thickness_bedmachine
0,2016-01-16,0.19830235971398985,0.05648631201622939,0.07883918006242928,294.22528,299.21515
1,2016-02-09,0.18683524806861895,0.05340032827808344,0.0741852530792726,294.22528,299.21515
2,2016-02-21,0.1778589136768999,0.05812280511512022,0.07365001689516987,294.22528,299.21515
3,2016-03-04,0.16353703352911306,0.0519277130957812,0.06709811668464039,294.22528,299.21515
4,2016-04-05,0.2032331067790592,0.1655971445518783,0.13197070607398387,294.22528,299.21515
5,2016-04-09,0.16893273190031194,0.10816146868281162,0.09500690923375303,294.22528,299.21515
6,2016-04-17,0.20767078589985055,0.12240617199100767,0.11273043041646726,294.22528,299.21515
7,2016-04-21,0.20612802044824272,0.07744915670238081,0.09064383161105341,294.22528,299.21515
8,2016-05-03,0.2193685143206828,0.07642826365016273,0.09319701239632225,294.22528,299.21515
9,2016-05-15,0.31023560945391737,0.0858350827265344,0.12198625051739939,294.22528,299.21515
10,2016-06-01,0.19136612933380917,0.07228299001734276,0.08467691720686366,294.22528,299.21515
11,2016-06-04,0.3068716141576047,0.09422800064803538,0.12652389814465526,294.22528,299.21515
12,2016-06-08,0.3527208068371585,0.08211160270586298,0.12990757283847607,294.22528,299.21515
13,2016-07-05,0.2882224815609392,0.0780435693656985,0.11365312542116268,294.22528,299.21515
14,2016-07-10,0.2658514231539459,0.07343257447910012,0.10504584259467001,294.22528,299.21515
15,2016-07-26,0.22829736522119093,0.05468892910632117,0.08451336335828191,294.22528,299.21515
16,2016-07-29,0.2925004551429046,0.06490175858295988,0.10699280304688452,294.22528,299.21515
17,2016-08-07,0.17986899226781738,0.04724282302294211,0.06907622490645499,294.22528,299.21515
18,2016-08-10,0.25448529656989927,0.061186092383317736,0.09574755573228413,294.22528,299.21515
19,2016-08-19,0.1809432581870403,0.04636512790318317,0.06847853124627802,294.22528,299.21515
20,2016-08-27,0.2734777714154699,0.07069393636620985,0.1052408683589191,294.22528,299.21515
21,2016-08-31,0.18849392029150724,0.07394805260009213,0.08458761992378475,294.22528,299.21515
22,2016-09-03,0.2393702649133734,0.0661206254183476,0.09373309386700834,294.22528,299.21515
23,2016-09-08,0.17222049146307797,0.054416711419823766,0.0709788197422519,294.22528,299.21515
24,2016-09-15,0.14788331578926228,0.06977024690103598,0.07243019779604914,294.22528,299.21515
25,2016-09-20,0.15772157133130574,0.051466999866240065,0.06555180186436776,294.22528,299.21515
26,2016-09-24,0.17677627185286887,0.07120669154336015,0.07935688500580683,294.22528,299.21515
27,2016-10-14,0.13382532220237836,0.06662998188211236,0.06628884515949054,294.22528,299.21515
28,2016-10-21,0.13052091473428504,0.08459371996237616,0.07377873787073308,294.22528,299.21515
29,2016-10-26,0.16166839169552785,0.08996421887085207,0.08601163962816867,294.22528,299.21515
30,2016-10-30,0.20200815093661315,0.12410598446854557,0.11180853157611961,294.22528,299.21515
31,2016-11-07,0.1372623518251603,0.0819947089722034,0.07535073580733799,294.22528,299.21515
32,2016-11-11,0.1563900378695695,0.08181895496638333,0.07963780633726497,294.22528,299.21515
33,2016-11-23,0.17550128340204108,0.06331037177801899,0.07625902977615548,294.22528,299.21515
34,2016-11-26,0.16167039552357132,0.08608109617346851,0.08337625656187923,294.22528,299.21515
35,2016-11-29,0.17359685850951107,0.058215693333601964,0.073271818727763,294.22528,299.21515
36,2016-12-08,0.14907537826164438,0.0716944795728226,0.07261224134479138,294.22528,299.21515
37,2016-12-20,0.14828614489397898,0.05451836758875689,0.06460765578654414,294.22528,299.21515
38,2016-12-25,0.1684950714471452,0.05434808082145992,0.06949919481635511,294.22528,299.21515
39,2017-01-01,0.1530207894834692,0.07988773744685973,0.07807718289211105,293.45102,299.21515
40,2017-01-04,0.15959955531938597,0.0604217247389528,0.07001129179663255,293.45102,299.21515
41,2017-01-13,0.15556472182174721,0.05961588854285768,0.06876873546439136,293.45102,299.21515
42,2017-01-28,0.16397548328882502,0.08635219923551865,0.08371560363255523,293.45102,299.21515
43,2017-02-06,0.15624262918179804,0.04579759169533515,0.06212557639135795,293.45102,299.21515
44,2017-02-09,0.1771221079891691,0.09137053268106687,0.08910672834457375,293.45102,299.21515
45,2017-02-12,0.16187830988529175,0.04829580594953578,0.06493976770787817,293.45102,299.21515
46,2017-02-15,0.1900688939041585,0.0968744745205759,0.0956964648525003,293.45102,299.21515
47,2017-02-18,0.15124544243612653,0.05053532441215347,0.06359417260139606,293.45102,299.21515
48,2017-03-05,0.18005213990132993,0.060790217879898495,0.07606631158506116,293.45102,299.21515
49,2017-03-07,0.1657785018483021,0.05281461913274374,0.06850287651111082,293.45102,299.21515
50,2017-03-11,0.1719347594333737,0.05963254140199262,0.07338726795893602,293.45102,299.21515
51,2017-03-14,0.13298131856983453,0.050719717586882596,0.05839074597554694,293.45102,299.21515
52,2017-03-17,0.1622006421333106,0.0929385262500606,0.08595650938402931,293.45102,299.21515
53,2017-03-26,0.15581252650730715,0.07282392147586284,0.07482596186291522,293.45102,299.21515
54,2017-03-29,0.16349853112735455,0.08271161875657357,0.08181198291412926,293.45102,299.21515
55,2017-04-10,0.18094355254514344,0.08003890871482805,0.08531503626007253,293.45102,299.21515
56,2017-04-12,0.14400956564600592,0.056372643666674216,0.0643039781610594,293.45102,299.21515
57,2017-04-16,0.1663530843439823,0.05919034214651672,0.07165551023476383,293.45102,299.21515
58,2017-04-19,0.13139099214028105,0.13591872490560625,0.09797790022804456,293.45102,299.21515
59,2017-04-22,0.2138702235526436,0.09999610686593816,0.10387826975193445,293.45102,299.21515
