,S,STD
2016-01-09,94.69920349121094,9.29004974974978
2016-01-16,97.18937683105469,6.471551178081958
2016-02-02,86.63328552246094,6.533429586846914
2016-02-14,96.7405014038086,8.21279508880282
2016-02-24,91.87294006347656,7.43086822608501
2016-02-26,103.26725769042969,12.388952005952717
2016-03-09,90.73345184326172,12.118486727182356
2016-03-16,80.88018035888672,6.4291280535989905
2016-03-21,105.27225494384766,9.988585921391063
2016-03-28,101.06950378417969,6.66905546989831
2016-04-02,88.29159545898438,10.13377844073247
2016-04-05,110.20561218261719,37.31857185750736
2016-04-09,116.51457214355469,22.786984629469583
2016-04-14,134.5409393310547,21.552831317720393
2016-04-17,124.92696380615234,26.02206315769945
2016-04-24,129.94354248046875,21.508796087690698
2016-05-03,138.89242553710938,9.22290919838816
2016-05-06,137.75369262695312,10.139684355452129
2016-05-15,208.4969482421875,9.624750104949605
2016-05-23,140.8313446044922,8.820199678456135
2016-06-01,119.81048583984375,9.659228180871036
2016-06-08,273.6891174316406,6.494961992834914
2016-07-05,139.2123260498047,6.160366120615859
2016-07-22,155.08042907714844,3.165028588467816
2016-07-26,89.87403869628906,4.265518999835917
2016-07-29,111.63915252685547,3.5921118901378364
2016-08-03,118.09193420410156,3.8643489931535506
2016-08-07,78.82594299316406,3.5435777265736763
2016-08-10,109.0706558227539,3.718748564435993
2016-08-19,72.6558837890625,3.630192264607678
2016-09-03,71.44122314453125,6.038791209763
2016-09-08,84.50122833251953,6.6550321695045795
2016-09-12,75.25602722167969,8.447298352929762
2016-09-15,52.930625915527344,11.7537639958438
2016-09-20,67.1578369140625,4.992468481706623
2016-09-24,53.46162033081055,9.477241874056613
2016-10-12,57.99874496459961,10.583888037683675
2016-10-14,58.06926727294922,12.47780413930273
2016-10-21,57.488868713378906,17.813541688913887
2016-10-26,80.54337310791016,21.3736465825251
2016-10-30,80.3111343383789,25.095425043009435
2016-11-02,38.17644119262695,24.692455787135014
2016-11-11,65.40540313720703,15.88056349913957
2016-11-14,71.61455535888672,12.126975429858904
2016-11-17,77.5619125366211,10.566141567726751
2016-11-23,73.05779266357422,16.40677264253774
2016-11-26,64.93093872070312,12.715692024780141
2016-11-29,72.08971405029297,10.881424559322765
2016-12-05,83.10425567626953,10.866096302007703
2016-12-08,70.87538146972656,12.643706926559133
