,S,STD
2016-01-09,121.0669174194336,8.785014883501375
2016-01-16,122.15612030029297,9.535005639309315
2016-01-21,116.11279296875,10.503086047347912
2016-02-02,121.2483139038086,9.535065399869165
2016-02-09,143.98361206054688,9.763682837073656
2016-02-14,135.37705993652344,10.22569373042252
2016-02-21,116.0986557006836,9.677822370521111
2016-02-24,136.013671875,10.94239808193483
2016-02-26,123.82661437988281,15.208093314615137
2016-03-04,120.46541595458984,6.7465934700956325
2016-03-09,130.45632934570312,15.840125806810121
2016-03-16,124.48486328125,11.152204191441239
2016-03-21,154.16171264648438,15.382231701876204
2016-03-28,129.6922149658203,6.296076775093947
2016-04-02,146.8196563720703,14.576943035287467
2016-04-05,166.0038604736328,50.106544776430496
2016-04-09,140.1249542236328,30.0128760666763
2016-04-12,166.66102600097656,27.582107754145458
2016-04-14,169.31881713867188,25.151886598407813
2016-04-17,196.31863403320312,36.704654543865075
2016-04-21,217.39683532714844,18.579044033891684
2016-04-24,187.84425354003906,28.376831945413755
2016-04-29,189.4854278564453,35.1136748267932
2016-05-03,210.6892547607422,10.935450275976907
2016-05-06,229.9607696533203,14.09462111298713
2016-05-11,289.3914794921875,14.798342600678515
2016-05-15,283.5579833984375,11.216341725729611
2016-05-18,295.5165710449219,16.748543931774833
2016-05-20,223.8187713623047,14.49195966222006
2016-05-23,206.23800659179688,10.866787093522142
2016-05-27,148.96218872070312,11.130656265036345
2016-05-30,164.38658142089844,8.906737576659411
2016-06-01,190.62713623046875,13.90488409068836
2016-06-04,246.9859161376953,12.255855654833045
2016-06-08,356.6320495605469,10.944237966012025
2016-07-05,173.3038330078125,7.982371220625909
2016-07-10,164.4076690673828,7.5407358865983625
2016-07-17,188.6046142578125,5.633101051876231
2016-07-22,201.38632202148438,4.583850163946961
2016-07-26,96.88714599609375,7.153074560678318
2016-07-29,165.7918243408203,4.806388993176043
2016-08-03,172.39959716796875,5.10141454038051
2016-08-07,125.99830627441406,6.4396566002044935
2016-08-10,156.9180908203125,4.733832274383901
2016-08-15,162.86441040039062,6.329824403612545
2016-08-19,111.0020980834961,5.228159331952336
2016-08-27,150.65489196777344,8.71870520495109
2016-08-31,107.61658477783203,14.214176149100751
2016-09-03,136.0290069580078,10.818293778465353
2016-09-08,108.35345458984375,8.227339681908582
2016-09-12,83.12537384033203,7.754690282529008
2016-09-15,103.72245788574219,13.241832036825063
2016-09-20,95.23027038574219,8.54350090575994
2016-09-24,99.17649841308594,17.574557733795327
2016-09-27,104.09063720703125,14.346960720505448
2016-10-09,87.27721405029297,22.212103478943526
2016-10-12,90.58060455322266,14.395271418457964
2016-10-14,102.59860229492188,17.802852273876375
2016-10-21,92.14470672607422,15.724309982406742
2016-10-26,108.02574157714844,18.383923082054814
2016-10-30,118.73394012451172,34.38370724983507
2016-11-02,93.17979431152344,29.926513211587356
2016-11-07,100.70784759521484,29.33533208985012
2016-11-11,99.01643371582031,25.222084360707125
2016-11-14,110.86050415039062,17.37091972996513
2016-11-17,105.72077941894531,10.477224206675729
2016-11-23,103.45984649658203,11.990092406546175
2016-11-26,106.46929931640625,20.560721814555507
2016-11-29,129.0677947998047,13.723078571037107
2016-12-05,112.61022186279297,15.337534287518404
2016-12-08,113.04830932617188,20.2967147150897
2016-12-13,104.65676879882812,15.232826452120854
2016-12-20,108.19490814208984,10.442687157905901
2016-12-23,112.4166259765625,9.476564063121378
2016-12-25,121.6811294555664,12.392439739006607
2016-12-29,114.98822784423828,11.590989113246899
2017-01-01,114.10991668701172,17.368193503249852
2017-01-04,112.23515319824219,10.494708237196878
2017-01-06,111.92372131347656,18.303633976915165
2017-01-10,120.04625701904297,11.101691839996908
2017-01-13,118.50862121582031,15.146699536009798
2017-01-16,128.419189453125,13.911981674657685
2017-01-22,111.53223419189453,17.348142876365007
2017-01-28,115.73452758789062,21.176630059770673
2017-02-03,122.06840515136719,12.820400708697615
2017-02-06,117.44876861572266,8.30097753876473
2017-02-09,126.57312774658203,19.781600901249256
2017-02-12,121.77584075927734,6.42942131201855
2017-02-15,120.2282943725586,20.05735573175263
2017-02-18,125.81639862060547,9.00666171263606
2017-03-05,125.39295959472656,11.858775846186498
2017-03-07,139.8760528564453,9.076671076141729
2017-03-11,127.32722473144531,7.566611997450613
2017-03-14,121.17442321777344,11.76322012243088
2017-03-17,119.53031158447266,24.76342642626685
2017-03-19,129.02688598632812,21.575142173152578
2017-03-26,118.03811645507812,19.961394699397463
2017-03-29,128.78173828125,16.976819806087196
2017-03-31,130.47991943359375,13.20060195112282
2017-04-07,126.75039672851562,14.673848931264953
2017-04-10,134.8228759765625,17.184729246019998
2017-04-12,125.53038024902344,13.680152018061142
2017-04-16,128.98944091796875,13.249953723343005
2017-04-19,132.92242431640625,35.56371327519025
2017-04-22,123.81890869140625,27.637075674283167
2017-04-24,130.90325927734375,26.64712688645391
2017-04-28,127.7813491821289,27.371259311532725
2017-05-01,125.4875259399414,38.92022864898406
2017-05-04,155.30311584472656,49.60935471279818
2017-05-06,164.9903106689453,54.82850433534655
2017-05-10,196.9451904296875,29.32860609316414
2017-05-13,232.14613342285156,29.325528162291807
2017-05-16,230.1220245361328,10.791489005938345
2017-05-18,262.24554443359375,19.781843113418542
2017-05-22,235.61758422851562,10.50953489931415
2017-05-24,277.8745422363281,19.88643670039568
2017-05-25,269.7632751464844,15.854527963026317
2017-05-28,232.3535614013672,13.5757703004602
2017-05-31,241.94813537597656,13.168548660007689
2017-06-03,233.12417602539062,11.769769900910584
2017-06-06,252.2511444091797,12.462262491714824
2017-06-09,227.3015594482422,10.438058248888078
2017-06-12,248.77389526367188,12.810328824989778
2017-06-15,192.4893798828125,7.443025023974974
2017-06-21,219.16897583007812,5.90675145715399
2017-06-24,262.3576354980469,8.663962988374598
2017-06-27,226.7667236328125,13.991899803823355
2017-06-30,238.5719451904297,7.938655818038923
2017-07-03,157.9247589111328,8.066287966012869
2017-07-06,215.29193115234375,6.535817668631038
2017-07-09,208.0701141357422,7.542814747964087
2017-07-12,239.97369384765625,5.821651886765801
2017-07-15,201.2373046875,7.97045552023922
2017-07-18,217.3065643310547,4.249222685171141
2017-07-21,167.932373046875,11.579397681194955
2017-07-27,140.24057006835938,9.06322926172227
2017-08-04,175.2158660888672,4.535121559517884
2017-08-08,119.93933868408203,4.988120275895987
2017-08-10,163.99034118652344,4.974750964384829
2017-08-11,168.33033752441406,4.354738998730823
2017-08-14,120.98018646240234,13.027455886790463
2017-08-16,160.6412353515625,10.248012515929759
2017-08-17,157.2418212890625,8.959745478346505
2017-08-20,118.51947021484375,8.50592175605629
2017-08-22,149.79168701171875,5.689388247405675
2017-08-23,149.62319946289062,7.1730415468418345
2017-08-26,210.65499877929688,6.872738984997616
2017-08-28,226.0460205078125,7.069001104060871
2017-08-29,237.52249145507812,6.12168141017066
2017-09-01,216.4746856689453,7.133761807628323
2017-09-03,245.14553833007812,6.728022342272606
2017-09-04,231.88685607910156,8.00116461734607
2017-09-07,92.53469848632812,10.965575905727619
2017-09-09,127.00971984863281,7.457506069817418
2017-09-13,164.9356689453125,12.477908423947778
2017-09-15,173.66925048828125,9.335964497093938
2017-09-16,182.5635223388672,10.84086980410176
2017-09-19,177.66253662109375,9.986775366932939
2017-09-21,172.53765869140625,10.695112154093861
2017-09-22,154.2353515625,15.74224608311551
2017-09-25,105.67643737792969,15.481114674001788
2017-09-27,108.42566680908203,14.102141222525365
2017-09-28,100.52030944824219,14.314961544008536
2017-10-01,115.58026885986328,17.476541893317787
2017-10-03,92.26727294921875,10.528057994719388
2017-10-04,95.15737915039062,10.189784814408197
2017-10-09,96.38227081298828,14.352636000020564
2017-10-10,99.42596435546875,11.909199111996076
2017-10-15,108.16976165771484,9.97998178188876
2017-10-16,109.47661590576172,9.547944054431575
2017-10-21,106.18964385986328,23.27251188693156
2017-10-22,110.75077056884766,16.723333115704303
2017-10-25,123.49853515625,20.284910842008323
2017-10-27,131.50624084472656,27.114501531143688
2017-10-28,138.42063903808594,25.86774539967344
2017-11-02,145.40431213378906,33.58698579639081
2017-11-06,144.38336181640625,20.676884604680538
2017-11-08,117.46946716308594,27.45357382847576
2017-11-09,119.44866180419922,23.56021590142378
2017-11-12,115.68885803222656,17.64450469232382
2017-11-14,127.5823974609375,20.15594411174954
2017-11-20,121.13084411621094,22.918309454358788
2017-11-21,119.76545715332031,21.71520977484294
2017-11-24,127.21858978271484,35.27360206034346
2017-11-26,130.40087890625,34.41492568179878
2017-11-27,131.218017578125,30.769328314527197
2017-11-30,132.2681884765625,38.430808334910616
2017-12-02,133.8426055908203,20.495124217885234
2017-12-03,127.91910552978516,18.96361845040911
2017-12-06,131.8783721923828,19.9009821162758
2017-12-08,130.5030059814453,22.83318357643745
2017-12-09,131.2642059326172,15.538684796703969
2017-12-12,130.4679412841797,14.587214953055007
2017-12-14,134.3500213623047,23.057158018158766
2017-12-15,134.87619018554688,19.626900509075902
2017-12-18,130.36428833007812,11.058675960113606
2017-12-20,128.8310546875,14.844945127712359
2017-12-21,131.7748565673828,11.042002778372549
2017-12-24,135.3018798828125,12.27469947324895
2017-12-26,135.9666290283203,13.075672951260835
2017-12-27,134.4669952392578,13.889938663501738
2017-12-30,131.37496948242188,10.265342558461084
2018-01-01,124.99109649658203,18.031541067423827
2018-01-02,124.88782501220703,10.631490084738989
2018-01-05,148.93968200683594,19.74956248039607
2018-01-07,127.82974243164062,16.11870753872976
2018-01-08,127.51922607421875,13.283685872286277
2018-01-10,141.98583984375,16.493274621822437
2018-01-11,127.6290283203125,16.11618173505256
2018-01-13,141.2139892578125,14.392909301236593
2018-01-14,135.12074279785156,10.172704501724859
2018-01-16,142.66098022460938,10.279975106219057
2018-01-17,137.99734497070312,9.229784354280302
2018-01-19,135.1628875732422,11.668120908538974
2018-01-20,131.9405517578125,15.292458198258533
2018-01-22,128.99481201171875,10.709115385640334
2018-01-23,133.28477478027344,12.20149916842525
2018-01-25,144.7024688720703,19.565648919450695
2018-01-26,136.10845947265625,14.125727960953776
2018-01-29,136.32763671875,14.572375195349725
2018-01-31,134.58621215820312,16.2270527290505
2018-02-01,137.97198486328125,17.265982628551853
2018-02-04,128.32081604003906,21.711777979408442
