time,p_u,t_u,rh_u,rh_u_cor,qh_u,wspd_u,wdir_u,dsr,dsr_cor,usr,usr_cor,albedo,dlr,ulr,cc,t_surf,dlhf_u,dshf_u,z_boom_u,z_stake,z_pt,z_pt_cor,precip_u,precip_u_cor,t_i_1,t_i_2,t_i_3,t_i_4,t_i_5,t_i_6,t_i_7,t_i_8,tilt_x,tilt_y,rot,gps_lat,gps_lon,gps_alt,gps_time,gps_geoid,gps_geounit,gps_hdop,gps_numsat,gps_q,batt_v,batt_v_ini,batt_v_ss,fan_dc_u,freq_vw,t_log,t_rad,msg_lat,msg_lon
01/01/2022 00:00,968.7506,-12.4908,52.1466,58.8846,0.786,0.7598,177.0667,0.0822,0,0,0,,254.4118,253.6268,0.923,-14.5416,0,0,2.5359,,,,350.3829,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.53,,-12.8663,-12.5942,,
01/01/2022 01:00,969.0184,-12.4633,53.4703,60.3651,0.8074,0.5605,118.9517,-0.0821,0,0,0,,251.3477,253.435,0.8896,-14.5679,-0.0804,0.1814,2.5361,,,,350.3796,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,121.17,,-12.9344,-12.6502,,
01/01/2022 02:00,969.0407,-12.721,49.1374,55.6105,0.7273,0.9902,12.1642,-0.7805,0,-0.0367,0,,238.774,251.4423,0.7682,-14.9943,-0.3226,0.7672,2.537,,,,350.3526,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.49,121.5,,-13.015,-12.8079,,
01/01/2022 03:00,969.1298,-13.5319,49.4952,56.4676,0.685,0.5045,247.6367,-0.8627,0,0.404,0,,226.3004,246.8507,0.6706,-16.1158,0,0,2.5344,,,,350.2525,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,120.83,,-13.8027,-13.9002,,
01/01/2022 04:00,969.2581,-13.9733,47.4562,54.3694,0.6344,0.5945,184.3433,-2.6298,0,0.5878,0,,197.5729,240.9914,0.3858,-17.4666,0,0,2.5339,,,,350.2302,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,121.57,,-14.5453,-14.3455,,
01/01/2022 05:00,969.1546,-14.3858,45.2143,52.0084,0.5843,0.8227,309.6333,-2.7532,0,0.8817,0,,180.8773,235.4954,0.2264,-18.8336,-0.0992,0.8399,2.539,,,,350.2187,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,121.83,,-15.8639,-15.2242,,
01/01/2022 06:00,969.2439,-14.6456,44.1093,50.8711,0.5574,0.66,251.0233,-2.7536,0,1.4697,0,,173.386,232.2586,0.1576,-19.6696,-0.0187,0.236,2.5381,,,,350.1834,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,121.43,,-16.826,-15.766,,
01/01/2022 07:00,969.4457,-15.6549,47.669,55.526,0.5537,0.4983,289.0667,-3.2474,0,0.6982,0,,171.6648,228.7033,0.1787,-20.6539,0,0,2.5383,,,,350.1628,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,122.27,,-17.5136,-16.631,,
01/01/2022 08:00,969.3274,-16.1732,50.1716,58.7313,0.559,0.2625,238.65,-2.2197,0,1.7272,0,,169.8728,226.6975,0.1796,-21.206,0,0,2.5502,,,,350.1855,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,121.17,,-18.7283,-17.8791,,
01/01/2022 09:00,969.6839,-16.0991,48.101,56.2661,0.5389,0.3278,308.1167,-1.9322,0,1.6538,0,,169.0306,226.382,0.1679,-21.2888,0,0,2.5504,,,,350.203,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,121.8,,-19.2449,-17.8971,,
01/01/2022 10:00,969.9204,-16.687,49.0441,57.6992,0.523,0.2774,283.48,-2.0969,0,1.8379,0,,168.3842,224.7321,0.1835,-21.7537,0,0,2.5473,,,,350.2391,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.49,121.67,,-19.658,-18.2913,,
01/01/2022 11:00,970.0332,-16.366,46.8787,54.9808,0.5136,0.363,173.2132,-2.3849,0,1.5807,0,,167.6501,225.428,0.1635,-21.5486,0,0,2.5479,,,,350.2909,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,121.83,,-19.6764,-17.892,,
01/01/2022 12:00,969.9542,-16.7055,48.672,57.2809,0.5181,0.3933,294.5167,-2.2205,0,1.5072,0,,166.445,224.5925,0.1636,-21.7774,0,0,2.5518,,,,350.2463,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.49,122.3,,-19.8169,-18.2538,,
01/01/2022 13:00,970.2934,-17.3326,49.5969,58.73,0.5006,0.4347,157.3602,-0.5346,0.478,1.8748,0.3676,,165.893,223.137,0.1815,-22.1907,0,0,2.55,,,,350.2473,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,121.53,,-20.085,-18.6028,,
01/01/2022 14:00,970.3832,-17.3879,51.0605,60.486,0.5136,0.365,235.03,3.783,4.1102,3.1614,3.1614,,166.0188,223.584,0.1849,-22.0624,0,0,2.5507,,,,350.3929,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.5,121.27,,-20.4412,-18.9494,,
01/01/2022 15:00,970.4081,-17.212,51.3628,60.7536,0.5238,0.2825,272.9167,6.168,4.5402,3.4923,3.4923,,167.2975,223.7387,0.1918,-22.0294,0,0,2.5518,,,,350.4041,,,,,,,,,,0,0,,,,,,,,,,,12.41,,12.51,121.7,,-20.5221,-18.82,,
01/01/2022 16:00,970.332,-17.6728,52.0635,61.8457,0.5111,0.3842,292.3333,1.8504,2.724,2.0954,2.0954,,168.6934,223.7527,0.2241,-22.0372,0,0,2.5462,,,,350.4674,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.5,121.67,,-20.2646,-18.5132,,
01/01/2022 17:00,970.3421,-17.6209,52.653,62.5214,0.5194,0.3412,317.2167,-0.6991,1.2425,2.1322,0.9558,,171.2075,223.5966,0.2488,-22.1037,0,0,2.5515,,,,350.412,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,121.73,,-20.5127,-18.9461,,
01/01/2022 18:00,970.3616,-18.3276,54.957,65.7067,0.51,0.3975,285.4833,-2.1794,0,1.2131,0,,170.2818,222.2544,0.2656,-22.482,0,0,2.5491,,,,350.4291,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.93,,-20.637,-19.223,,
01/01/2022 19:00,970.738,-17.5663,54.6981,64.8981,0.5435,0.4642,239.7883,-1.9326,0,1.6175,0,,168.4564,221.3649,0.2174,-22.7234,0,0,2.5556,,,,350.4054,,,,,,,,,,0,0,,,,,,,,,,,12.38,,12.48,121.97,,-20.7571,-19.2723,,
01/01/2022 20:00,970.8403,-17.3732,55.8319,66.1275,0.5615,0.3514,325.26,-1.2336,0,1.691,0,,169.5342,222.3996,0.2218,-22.4339,0,0,2.5482,,,,350.3566,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,122.27,,-20.8531,-19.1753,,
01/01/2022 21:00,971.0652,-17.3817,54.2469,64.2578,0.5464,0.4752,265.4817,-2.0149,0,1.2866,0,,171.8747,222.6626,0.2469,-22.3789,0,0,2.5506,,,,350.4734,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.93,,-20.6374,-18.7604,,
01/01/2022 22:00,971.2545,-17.3003,56.7508,67.1661,0.5746,0.2997,299.1,-1.1514,0,1.6175,0,,174.5313,223.1984,0.2721,-22.2477,0,0,2.555,,,,350.4529,,,,,,,,,,0,0,,,,,,,,,,,12.38,,12.48,122,,-20.5986,-19.0618,,
01/01/2022 23:00,971.2148,-17.3657,56.2575,66.6249,0.5669,0.3857,234.282,-1.3158,0,0.9926,0,,182.7672,224.968,0.3622,-21.8097,0,0,2.5498,,,,350.5237,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,122.1,,-20.3414,-18.6051,,
02/01/2022 00:00,971.4332,-16.5178,55.1404,64.7645,0.5964,0.2223,193.8333,-0.6168,0,1.7646,0,,192.2952,228.017,0.4307,-21.0231,0,0,2.5466,,,,350.6001,,,,,,,,,,0,0,,,,,,,,,,,12.38,,12.48,121.8,,-19.7939,-18.0292,,
02/01/2022 01:00,971.5221,-16.5436,55.0668,64.6943,0.5934,0.3803,223.8933,-1.5624,0,0.6984,0,,186.9946,228.1478,0.3755,-20.9405,0,0,2.5448,,,,350.5353,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.7,,-19.24,-17.5078,,
02/01/2022 02:00,971.6687,-16.6634,56.533,66.4989,0.6039,0.2723,287.2,-0.9045,0,1.2864,0,,185.3447,226.8786,0.3625,-21.2866,0,0,2.5471,,,,350.4709,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,121.17,,-19.1986,-17.9875,,
02/01/2022 03:00,971.7251,-15.6005,55.3037,64.3716,0.6461,0.2727,238.7167,-0.9867,0,2.095,0,,190.461,228.796,0.3754,-20.7866,0,0,2.5394,,,,350.5004,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,121.97,,-19.144,-17.2907,,
02/01/2022 04:00,971.5817,-15.288,54.4042,63.1415,0.6515,0.4023,243.1367,-1.6032,0,1.47,0,,180.1748,228.1844,0.2543,-20.8729,0,0,2.5453,,,,350.5353,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.6,,-18.8051,-16.7661,,
02/01/2022 05:00,971.6378,-15.219,53.7081,62.2844,0.6463,0.4625,216.3817,-2.6719,0,0.9555,0,,178.6431,228.2824,0.2356,-20.8323,0,0,2.55,,,,350.5322,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,122.13,,-18.383,-16.4308,,
02/01/2022 06:00,971.6063,-15.393,55.5972,64.5885,0.6593,0.4917,294.3,-1.4798,0,1.2495,0,,183.1736,228.7676,0.2903,-20.733,0,0,2.5511,,,,350.4729,,,,,,,,,,0,0,,,,,,,,,,,12.38,,12.48,121.93,,-18.4632,-16.858,,
02/01/2022 07:00,971.8623,-14.7046,53.7273,62.0045,0.6774,0.7182,208.5167,-1.2743,0,1.764,0,,185.5192,231.191,0.2877,-20.0723,-0.0404,0.6485,2.5488,,,,350.5266,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,122,,-18.145,-15.9168,,
02/01/2022 08:00,971.8477,-12.4635,46.7727,52.807,0.7046,0.9958,200.6667,-2.1375,0,1.7639,0,,186.7368,235.414,0.2108,-18.9066,-0.0309,1.3393,2.545,,,,350.5475,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.67,,-16.8784,-13.9865,,
02/01/2022 09:00,971.7376,-13.5372,47.9116,54.6532,0.6629,0.5536,222.62,-3.0413,0,-0.2573,0,,188.8629,232.3753,0.2766,-19.7666,0,0,2.5411,,,,350.5451,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,121.68,,-16.2386,-14.5886,,
02/01/2022 10:00,971.7847,-13.9972,49.4465,56.667,0.6576,0.5645,275.25,-2.2604,0,0.4776,0,,188.5604,232.431,0.292,-19.7483,0,0,2.5476,,,,350.4147,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.88,,-16.4144,-14.9058,,
02/01/2022 11:00,971.6519,-13.2311,47.3232,53.8283,0.6699,0.6068,214.9,-2.2605,0,0.992,0,,182.9308,232.1277,0.202,-19.7866,0,0,2.5454,,,,350.4832,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,121.95,,-16.3715,-14.6219,,
02/01/2022 12:00,971.3703,-13.0252,46.6087,52.908,0.6711,1.01,278.005,-2.3424,0,1.2491,0,,182.789,233.3832,0.1922,-19.4346,-0.0173,1.0701,2.5425,,,,350.5395,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,122.3,,-16.1663,-14.3111,,
02/01/2022 13:00,971.0632,-13.2674,46.545,52.9614,0.6574,0.8837,342.1667,-1.4793,0,1.1756,0,,182.7758,232.164,0.2018,-19.7749,-0.0148,1.2335,2.5398,,,,350.4972,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,122.03,,-15.876,-14.2331,,
02/01/2022 14:00,970.8162,-13.2544,47.3454,53.8648,0.6696,0.6942,167.7233,2.5478,3.4354,2.6451,2.6451,,182.9932,232.604,0.2036,-19.6535,0.0004,0.2298,2.5443,,,,350.4217,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,121.87,,-16.0628,-14.5558,,
02/01/2022 15:00,970.5115,-13.117,47.1087,53.5226,0.6738,0.43,322.9833,5.6298,3.6739,2.8288,2.8288,,183.9416,233.2058,0.2081,-19.494,-0.0034,0.1618,2.5426,,,,350.4116,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.5,122.03,,-16.1102,-14.6331,,
02/01/2022 16:00,970.1887,-13.0356,46.6864,53.0012,0.6726,0.5708,256.2183,2.9178,2.6719,2.0574,2.0574,,184.7088,233.3205,0.2128,-19.4681,0,0,2.5432,,,,350.4493,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.5,121.87,,-16.123,-14.4232,,
02/01/2022 17:00,969.8614,-13.2411,48.5013,55.1692,0.6881,0.532,200.5033,-1.1917,1.0496,1.2491,0.8082,,182.9466,231.5904,0.2025,-19.9374,0,0,2.5494,,,,350.3998,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.62,,-16.2472,-14.697,,
02/01/2022 18:00,969.6765,-14.6409,52.2328,60.2463,0.6611,0.4178,136.8128,-2.3839,0,0.6614,0,,180.7816,229.7115,0.2352,-20.4467,0,0,2.542,,,,350.2948,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.95,,-16.7217,-15.5413,,
02/01/2022 19:00,969.4006,-14.5312,56.0009,64.5088,0.7155,0.512,254.6167,-2.1375,0,0.9554,0,,182.5992,229.9304,0.2502,-20.3999,0,0,2.5459,,,,350.2844,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,120.97,,-17.2658,-15.6917,,
02/01/2022 20:00,968.6791,-13.4896,55.3413,63.1123,0.771,0.4043,283.2333,-1.3976,0,1.6169,0,,184.6213,231.5294,0.2299,-19.9683,0,0,2.549,,,,350.3342,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,122.13,,-17.2616,-15.2888,,
02/01/2022 21:00,967.9801,-13.5789,53.481,61.034,0.7399,0.3445,256.6117,-2.0553,0,1.2127,0,,184.4697,231.4304,0.232,-19.994,0,0,2.5472,,,,350.4785,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,122.07,,-16.7601,-14.732,,
02/01/2022 22:00,967.2802,-13.2532,54.1123,61.5626,0.7679,0.4202,328.55,-2.1785,0,0.9554,0,,183.9814,231.535,0.214,-19.9615,0,0,2.5417,,,,350.4411,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,121.47,,-16.5782,-14.8614,,
02/01/2022 23:00,966.4692,-13.2864,55.392,63.0372,0.7854,0.4087,294.35,-1.6031,0,1.7638,0,,182.7635,230.9873,0.2024,-20.1043,0,0,2.5407,,,,350.3867,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.67,,-16.7944,-15.17,,
03/01/2022 00:00,966.0131,-13.0199,54.3089,61.6468,0.7869,0.4942,142.6345,-1.973,0,1.4332,0,,182.4701,231.0366,0.1886,-20.0875,0,0,2.5373,,,,350.4702,,,,,,,,,,0,0,,,,,,,,,,,12.38,,12.48,121.07,,-16.5044,-14.4512,,
03/01/2022 01:00,965.1187,-12.8634,55.4116,62.804,0.8139,0.576,161.089,-1.9317,0,1.8372,0,,183.1042,232.0302,0.1889,-19.816,0,0,2.5379,,,,350.4845,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,121.15,,-16.3116,-14.3123,,
03/01/2022 02:00,964.0764,-11.7203,52.052,58.3412,0.8388,0.93,126.51,-2.1368,0,1.5797,0,,184.5395,235.6339,0.1575,-18.828,-0.0026,0.8278,2.5438,,,,350.4569,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.12,,-15.6561,-13.2901,,
03/01/2022 03:00,963.1047,-12.2823,49.6337,55.9336,0.7668,0.8388,308.2,-2.5066,0,1.0654,0,,185.1598,235.5055,0.1869,-18.8656,0.0037,0.3782,2.543,,,,350.485,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,121.43,,-15.1172,-13.2069,,
03/01/2022 04:00,962.1142,-11.7765,47.9978,53.8242,0.7726,0.9278,278.2333,-2.7532,0,0.6245,0,,188.7722,238.092,0.2041,-18.1845,-0.005,0.492,2.5391,,,,350.4578,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,121.32,,-14.8092,-12.6588,,
03/01/2022 05:00,960.7107,-10.8733,47.1232,52.3855,0.8161,0.5688,201.8588,-1.5615,0,1.1021,0,,198.3047,239.1917,0.2666,-17.9627,0,0,2.5407,,,,350.4474,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,120.77,,-14.2358,-12.3966,,
03/01/2022 06:00,959.6166,-11.5839,52.2063,58.4312,0.8572,0.8537,218.4117,-2.0546,0,1.4327,0,,188.7731,237.4558,0.1961,-18.3589,0.0075,0.3929,2.541,,,,350.3813,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,121.4,,-14.3796,-12.8669,,
03/01/2022 07:00,958.1406,-9.5852,43.5479,47.8527,0.8327,1.8738,133.45,-1.6436,0,2.1672,0,,196.9496,248.7321,0.1977,-15.3963,-1.7474,8.7666,2.5404,,,,350.3985,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,120.05,,-13.4439,-10.6975,,
03/01/2022 08:00,956.9486,-7.801,37.5412,40.5035,0.8297,2.149,223.9283,-3.2038,0,0.4407,0,,203.7647,255.3509,0.1923,-13.7001,-2.4773,11.2867,2.5468,,,,350.3524,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,120.17,,-10.935,-8.4041,,
03/01/2022 09:00,956.0217,-8.0606,46.7895,50.5956,1.0165,2.7495,148.8767,-1.7659,0,1.1748,0,,218.5639,260.4881,0.3582,-12.4879,-6.0675,19.7864,2.5469,,,,350.3341,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,118.83,,-10.2395,-8.563,,
03/01/2022 10:00,955.26,-7.0296,49.9742,53.5048,1.1757,3.3863,166.0167,-1.232,0,0.2203,0,,243.9472,267.3006,0.5778,-10.943,-9.2289,28.9336,2.5499,,,,350.3058,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,118.33,,-8.7051,-7.1888,,
03/01/2022 11:00,954.7382,-5.874,50.8329,53.8246,1.307,3.214,156.8,-1.7657,0,0.9912,0,,226.478,269.2824,0.3434,-10.3152,-6.9563,27.8448,2.6062,,,,350.2891,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,118.17,,-7.9728,-6.3465,,
03/01/2022 12:00,954.4271,-5.6689,51.8067,54.7371,1.3543,2.1555,173.3667,-3.2847,0,1.0278,0,,205.3073,264.2504,0.1131,-11.4212,-1.2701,11.2604,2.7133,,,,350.2613,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.48,120.82,,-7.664,-6.3885,,
03/01/2022 13:00,953.7132,-4.6724,49.6498,51.95,1.4011,4.9408,155.4167,-2.2992,0,0.991,0,,204.4456,272.9151,0.0584,-9.2443,-15.0499,58.3051,2.6044,,,,350.2558,,,,,,,,,,0,0,,,,,,,,,,,12.39,,12.48,118.67,,-6.9813,-4.9296,,
03/01/2022 14:00,953.1767,-4.2616,51.627,53.8065,1.5032,5.1133,154.7833,0.8621,1.5714,1.468,1.2111,,209.762,276.7392,0.0948,-8.3423,-18.0427,55.8681,2.5992,,,,350.2709,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,118.08,,-6.0321,-4.4027,,
03/01/2022 15:00,952.787,-3.8411,54.9928,57.0789,1.654,4.4295,158.35,5.0083,2.7618,2.1286,2.1286,,237.2144,280.8088,0.362,-7.5519,-14.7711,42.2026,2.6146,,,,350.2611,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,117.3,,-5.5083,-4.1321,,
03/01/2022 16:00,952.7976,-3.2048,58.0097,59.8343,1.8309,5.4362,152.7333,1.1082,0.9046,0.6972,0.6972,,255.5321,285.825,0.5236,-6.4751,-20.5545,48.9238,2.6731,,,,350.2205,,,,,,,,,,0,0,,,,,,,,,,,12.41,,12.49,118.53,,-4.6001,-3.3042,,
03/01/2022 17:00,953.0887,-2.9536,60.109,61.8523,1.9317,4.087,157.85,-0.5745,0,0.5136,0,,264.0123,286.2195,0.6004,-6.441,-11.7084,34.1537,2.672,,,,350.1791,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,117.7,,-3.9483,-3.062,,
03/01/2022 18:00,953.6029,-2.3854,58.8194,60.1946,1.9705,3.6478,152.9833,-0.7797,0,0.5136,0,,269.049,288.5373,0.6261,-5.9246,-11.9441,28.2543,2.6648,,,,350.2216,,,,,,,,,,0,0,,,,,,,,,,,12.41,,12.49,117.63,,-3.5714,-2.6587,,
03/01/2022 19:00,953.706,-1.937,55.4941,56.5428,1.9216,6.0963,150.3667,-0.9028,0,0.2935,0,,274.2537,292.8208,0.6592,-4.9448,-34.8805,52.325,2.6127,,,,350.2117,,,,,,,,,,0,0,,,,,,,,,,,12.4,,12.49,118.83,,-2.9448,-1.9475,,
03/01/2022 20:00,953.5226,-1.4181,51.8119,52.5243,1.865,7.3383,140.4667,-1.108,0,0.2201,0,,269.4592,295.0861,0.584,-4.3792,-53.2039,62.3783,2.6075,,,,350.1935,,,,,,,,,,0,0,,,,,,,,,,,12.41,,12.5,124.07,,-2.3306,-1.3869,,
03/01/2022 21:00,953.6014,-1.3193,46.9559,47.558,1.7019,6.1783,134.2333,-1.6414,0,0.2568,0,,260.4342,293.7839,0.4845,-4.6212,-49.2345,57.3004,2.6166,,,,350.1946,,,,,,,,,,0,0,,,,,,,,,,,12.41,,12.5,122.5,,-2.0392,-1.3237,,
03/01/2022 22:00,953.8602,-1.4604,42.1731,42.7737,1.5119,5.8415,144.5667,-1.0668,0,0.4402,0,,266.9771,293.7173,0.56,-4.683,-55.7913,51.2715,2.5628,,,,350.1658,,,,,,,,,,0,0,,,,,,,,,,,12.41,,12.5,120.2,,-2.1348,-1.5478,,
03/01/2022 23:00,953.6562,-1.291,38.8081,39.2937,1.4096,8.8083,148.3833,-0.9438,0,0.1834,0,,276.2571,296.4977,0.6491,-4.0966,-99.2238,71.7379,2.6809,,,,350.1843,,,,,,,,,,0,0,,,,,,,,,,,12.42,,12.5,124.87,,-1.8822,-1.2466,,
04/01/2022 00:00,953.312,-1.245,36.6456,37.0879,1.336,9.88,139.2833,-1.0258,0,-0.0367,0,,276.4294,297.2576,0.6487,-3.9207,-121.4232,75.512,2.6386,,,,350.2108,,,,,,,,,,0,0,,,,,,,,,,,12.41,,12.5,126.45,,-1.6935,-1.152,,
04/01/2022 01:00,953.0538,-1.5377,39.5265,40.1182,1.4105,9.4033,142.2167,-1.0258,0,0.1467,0,,270.6291,296.6628,0.602,-4.0188,-105.1072,65.495,2.6889,,,,350.1785,,,,,,,,,,0,0,,,,,,,,,,,12.43,,12.5,124.13,,-1.7967,-1.4916,,
04/01/2022 02:00,952.5633,-1.545,39.7251,40.3214,1.4179,9.025,145.3667,-0.9847,0,0.1467,0,,272.8815,297.0592,0.626,-3.9421,-105.9259,62.4629,2.6087,,,,350.1454,,,,,,,,,,0,0,,,,,,,,,,,12.43,,12.51,122.98,,-1.9323,-1.5197,,
04/01/2022 03:00,951.975,-1.3967,35.1164,35.5921,1.2683,10.905,143.15,-1.354,0,-0.0734,0,,264.9529,297.5081,0.5357,-3.7826,-142.201,73.7962,2.664,,,,350.1806,,,,,,,,,,0,0,,,,,,,,,,,12.42,,12.51,127.85,,-1.8464,-1.3096,,
04/01/2022 04:00,951.7093,-2.7937,36.4898,37.4946,1.1874,11.23,145.6,-2.6262,0,0.1468,0,,222.8591,290.5921,0.1622,-5.1074,-126.3933,73.9975,2.6594,,,,350.1713,,,,,,,,,,0,0,,,,,,,,,,,12.43,,12.51,125.18,,-2.5588,-2.7384,,
04/01/2022 05:00,951.0228,-3.313,38.2885,39.5436,1.1989,10.7117,135.2333,-2.4212,0,0.2935,0,,221.4664,288.6392,0.1724,-5.5595,-110.6388,67.3337,2.7204,,,,350.1696,,,,,,,,,,0,0,,,,,,,,,,,12.43,,12.51,130.3,,-3.6033,-3.3065,,
04/01/2022 06:00,951.2603,-3.4966,41.234,42.6546,1.2745,8.5035,142.4167,-1.8056,0,0.0367,0,,248.0546,289.3345,0.4591,-5.5832,-83.4096,50.9294,2.7771,,,,350.1843,,,,,,,,,,0,0,,,,,,,,,,,12.43,,12.52,124.4,,-3.9121,-3.419,,
04/01/2022 07:00,950.8105,-2.5371,38.2824,39.2396,1.2706,7.7287,149.2333,-1.5184,0,0.2201,0,,258.4799,292.807,0.5227,-4.8373,-87.6024,51.0763,2.6581,,,,350.1249,,,,,,,,,,0,0,,,,,,,,,,,12.44,,12.52,123.15,,-3.5533,-2.5258,,
04/01/2022 08:00,950.3828,-2.4804,38.9446,39.891,1.2997,7.4647,135.7,-1.4774,0,0.2201,0,,260.2346,293.2599,0.5384,-4.7427,-83.9738,49.1099,2.6664,,,,350.1993,,,,,,,,,,0,0,,,,,,,,,,,12.44,,12.51,122.32,,-3.1812,-2.41,,
04/01/2022 09:00,949.6411,-1.2667,35.134,35.5727,1.2824,8.5173,156.25,-1.3132,0,0.5136,0,,261.1824,297.7453,0.4897,-3.7014,-110.7266,58.4394,2.6878,,,,350.0816,,,,,,,,,,0,0,,,,,,,,,,,12.44,,12.52,123.37,,-2.6307,-1.3766,,
04/01/2022 10:00,949.0662,-1.016,35.1452,35.4921,1.3086,8.5092,167.1833,-1.6003,0,0.11,0,,264.8609,298.6534,0.5162,-3.516,-104.7244,57.9446,2.8048,,,,350.1507,,,,,,,,,,0,0,,,,,,,,,,,12.44,,12.52,118.5,,-1.918,-1.0296,,
04/01/2022 11:00,947.7788,0,32.2326,32.2896,1.2942,10.3783,165.8833,-1.1078,0,0.2568,0,,275.1218,303.669,0.5739,-2.4313,-159.0692,69.8727,2.7244,,,,350.1411,,,,,,,,,,0,0,,,,,,,,,,,12.45,,12.52,121.7,,-1.1961,-0.035,,
04/01/2022 12:00,946.6329,0.321,33.5427,33.5573,1.3813,9.447,189.5167,-1.0666,0,0.0734,0,,278.1438,304.9792,0.5897,-2.1524,-134.1971,60.3491,2.6382,,,,350.2084,,,,,,,,,,0,0,,,,,,,,,,,12.45,,12.52,120.03,,-0.4856,0.3466,,
04/01/2022 13:00,945.9896,0.5326,36.0614,36.0762,1.5087,9.54,204.3167,-0.6154,0.1426,0.2567,0.11,,278.0045,306.482,0.5776,-1.8087,-148.5388,63.3155,2.5862,,,,350.0959,,,,,,,,,,0,0,,,,,,,,,,,12.45,,12.52,120.3,,-0.2058,0.4902,,
04/01/2022 14:00,944.8758,0.4866,34.5258,34.5278,1.4411,10.155,190.0167,0.8615,0.4279,0.11,0.3301,,274.1211,306.6554,0.5391,-1.7427,-166.6594,65.3111,2.5991,,,,350.1721,,,,,,,,,,0,0,,,,,,,,,,,12.45,,12.53,118.73,,0.0676,0.6512,,
04/01/2022 15:00,943.7958,0.0776,35.004,35.0275,1.42,10.2737,171.2667,1.682,0.5705,0.4035,0.4401,,271.9278,305.2668,0.5364,-2.0434,-160.0187,60.1024,2.6769,,,,350.2109,,,,,,,,,,0,0,,,,,,,,,,,12.45,,12.53,122.4,,-0.1561,0.1506,,
